 !, doc.freq 3, pointer: 0
 $, doc.freq 2, pointer: 25
 685.8, doc.freq 1, pointer: 441804
 686,000, doc.freq 5, pointer: 441811
 686,914, doc.freq 1, pointer: 441851
 686.5, doc.freq 1, pointer: 441859
 686.9, doc.freq 1, pointer: 441866
 687,000, doc.freq 4, pointer: 441874
 688, doc.freq 5, pointer: 441902
 688,000, doc.freq 2, pointer: 441939
 689, doc.freq 2, pointer: 441959
 689,000, doc.freq 1, pointer: 441979
 689,038, doc.freq 1, pointer: 441987
 689,700, doc.freq 1, pointer: 441993
 689,964, doc.freq 1, pointer: 442000
 689.7, doc.freq 1, pointer: 442007
 69, doc.freq 44, pointer: 442015
 69,000, doc.freq 4, pointer: 442278
 69,018, doc.freq 1, pointer: 442308
 69,127,000, doc.freq 1, pointer: 442315
 69,600, doc.freq 1, pointer: 442320
 69,715, doc.freq 1, pointer: 442326
 69,829, doc.freq 1, pointer: 442333
 69,831, doc.freq 1, pointer: 442340
 69,952, doc.freq 1, pointer: 442348
 69,986,000, doc.freq 1, pointer: 442355
 69-5/8, doc.freq 1, pointer: 442362
 69.0, doc.freq 3, pointer: 442369
 69.02, doc.freq 1, pointer: 442393
 69.1, doc.freq 7, pointer: 442400
 69.13, doc.freq 2, pointer: 442452
 69.2, doc.freq 3, pointer: 442466
 69.3, doc.freq 1, pointer: 442491
 69.4, doc.freq 2, pointer: 442498
 69.45, doc.freq 1, pointer: 442515
 69.48, doc.freq 1, pointer: 442523
 69.6, doc.freq 3, pointer: 442530
 69.65, doc.freq 2, pointer: 442552
 69.7, doc.freq 5, pointer: 442569
 69.8, doc.freq 4, pointer: 442608
 69.86, doc.freq 1, pointer: 442638
 69.9, doc.freq 2, pointer: 442645
 69.90, doc.freq 1, pointer: 442664
 690,000, doc.freq 2, pointer: 442672
 690,600, doc.freq 1, pointer: 442689
 691.3, doc.freq 1, pointer: 442696
 692, doc.freq 2, pointer: 442703
 692,000, doc.freq 1, pointer: 442720
 692,700, doc.freq 1, pointer: 442727
 692,872, doc.freq 1, pointer: 442735
 692.1, doc.freq 1, pointer: 442743
 692.7, doc.freq 1, pointer: 442750
 693, doc.freq 2, pointer: 442757
 693.4, doc.freq 1, pointer: 442777
 694, doc.freq 1, pointer: 442785
 694,000, doc.freq 1, pointer: 442792
 694,785, doc.freq 1, pointer: 442799
 694.4, doc.freq 1, pointer: 442806
 695, doc.freq 2, pointer: 442813
 695,000, doc.freq 2, pointer: 442830
 695,398, doc.freq 1, pointer: 442844
 695.4, doc.freq 2, pointer: 442851
 695p, doc.freq 1, pointer: 442868
 696, doc.freq 2, pointer: 442875
 696,000, doc.freq 2, pointer: 442894
 696p, doc.freq 1, pointer: 442913
 697,847, doc.freq 1, pointer: 442921
 697.0, doc.freq 1, pointer: 442928
 697p, doc.freq 1, pointer: 442935
 698, doc.freq 1, pointer: 442942
 698,000, doc.freq 1, pointer: 442949
 699,037, doc.freq 1, pointer: 442956
 699,800, doc.freq 1, pointer: 442964
 699.1, doc.freq 1, pointer: 442971
 6p, doc.freq 2, pointer: 442978
 7, doc.freq 54, pointer: 442995
 7,000, doc.freq 25, pointer: 443328
 7,000,000, doc.freq 1, pointer: 443485
 7,000-9,000, doc.freq 1, pointer: 443493
 7,000/1,100, doc.freq 1, pointer: 443501
 7,001,000, doc.freq 1, pointer: 443509
 7,005,000, doc.freq 1, pointer: 443516
 7,012,000, doc.freq 1, pointer: 443523
 7,012,195, doc.freq 1, pointer: 443530
 7,015,000, doc.freq 1, pointer: 443537
 7,018,000, doc.freq 2, pointer: 443544
 7,020, doc.freq 1, pointer: 443561
 7,024,000, doc.freq 1, pointer: 443568
 7,030,000, doc.freq 1, pointer: 443574
 7,030,235, doc.freq 1, pointer: 443581
 7,033,00, doc.freq 1, pointer: 443588
 7,033,000, doc.freq 1, pointer: 443595
 7,034,000, doc.freq 1, pointer: 443602
 7,041,000, doc.freq 1, pointer: 443608
 7,046,000, doc.freq 1, pointer: 443613
 7,050,000, doc.freq 1, pointer: 443620
 7,052, doc.freq 1, pointer: 443627
 7,052,964, doc.freq 1, pointer: 443634
 7,053,000, doc.freq 1, pointer: 443641
 7,054,709, doc.freq 1, pointer: 443648
 7,055,000, doc.freq 1, pointer: 443656
 7,059,000, doc.freq 1, pointer: 443663
 7,060,197, doc.freq 1, pointer: 443670
 7,062,172, doc.freq 1, pointer: 443677
 7,070,000, doc.freq 1, pointer: 443684
 7,072,000, doc.freq 1, pointer: 443691
 7,075,000, doc.freq 2, pointer: 443698
 7,076,000, doc.freq 2, pointer: 443713
 7,089,000, doc.freq 1, pointer: 443730
 7,090,000, doc.freq 1, pointer: 443737
 7,096,886, doc.freq 1, pointer: 443744
 7,100, doc.freq 1, pointer: 443751
 7,100,000, doc.freq 1, pointer: 443758
 7,105,000, doc.freq 2, pointer: 443765
 7,107, doc.freq 1, pointer: 443782
 7,110,000, doc.freq 1, pointer: 443789
 7,112,480, doc.freq 1, pointer: 443797
 7,114,000, doc.freq 1, pointer: 443804
 7,115,248, doc.freq 1, pointer: 443811
 7,115,847, doc.freq 1, pointer: 443818
 7,121,000, doc.freq 1, pointer: 443825
 7,123,000, doc.freq 1, pointer: 443833
 7,145,000, doc.freq 1, pointer: 443840
 7,148,000, doc.freq 1, pointer: 443847
 7,150,265, doc.freq 1, pointer: 443854
 7,156,000, doc.freq 1, pointer: 443861
 7,160,945, doc.freq 1, pointer: 443868
 7,164,000, doc.freq 1, pointer: 443875
 7,166,000, doc.freq 1, pointer: 443881
 7,168,000, doc.freq 1, pointer: 443888
 7,169,000, doc.freq 1, pointer: 443895
 7,169,871, doc.freq 1, pointer: 443902
 7,187,941, doc.freq 2, pointer: 443909
 7,195,720, doc.freq 1, pointer: 443926
 7,199, doc.freq 1, pointer: 443933
 7,200, doc.freq 1, pointer: 443940
 7,200,349, doc.freq 1, pointer: 443947
 7,206,000, doc.freq 1, pointer: 443954
 7,209,000, doc.freq 1, pointer: 443962
 7,214,900, doc.freq 2, pointer: 443970
 7,224,000, doc.freq 1, pointer: 443990
 7,225,000, doc.freq 1, pointer: 443997
 7,227,000, doc.freq 1, pointer: 444004
 7,228,000, doc.freq 1, pointer: 444012
 7,236,000, doc.freq 1, pointer: 444019
 7,239,000, doc.freq 1, pointer: 444026
 7,241,000, doc.freq 1, pointer: 444032
 7,242,117, doc.freq 1, pointer: 444039
 7,249,600, doc.freq 1, pointer: 444046
 7,250, doc.freq 2, pointer: 444053
 7,256,000, doc.freq 1, pointer: 444070
 7,258,688, doc.freq 1, pointer: 444077
 7,261,000, doc.freq 2, pointer: 444084
 7,269,000, doc.freq 1, pointer: 444101
 7,271,668, doc.freq 1, pointer: 444108
 7,273,020, doc.freq 1, pointer: 444116
 7,274,000, doc.freq 2, pointer: 444123
 7,276,517, doc.freq 1, pointer: 444140
 7,277,418, doc.freq 1, pointer: 444148
 7,285,000, doc.freq 1, pointer: 444155
 7,289,973, doc.freq 1, pointer: 444162
 7,291,000, doc.freq 1, pointer: 444169
 7,292,000, doc.freq 2, pointer: 444177
 7,299,000, doc.freq 2, pointer: 444194
 7,300,000, doc.freq 4, pointer: 444211
 7,305,000, doc.freq 2, pointer: 444238
 7,308,000, doc.freq 1, pointer: 444255
 7,309,000, doc.freq 1, pointer: 444262
 7,318,000, doc.freq 1, pointer: 444269
 7,336,000, doc.freq 1, pointer: 444275
 7,338,000, doc.freq 2, pointer: 444283
 7,365,000, doc.freq 1, pointer: 444300
 7,368,000, doc.freq 1, pointer: 444307
 7,369, doc.freq 1, pointer: 444314
 7,372, doc.freq 1, pointer: 444322
 7,374,000, doc.freq 1, pointer: 444328
 7,377,000, doc.freq 1, pointer: 444335
 7,382,802, doc.freq 3, pointer: 444342
 7,386,000, doc.freq 1, pointer: 444364
 7,388,000, doc.freq 1, pointer: 444371
 7,392,586, doc.freq 1, pointer: 444378
 7,400,000, doc.freq 2, pointer: 444385
 7,411, doc.freq 1, pointer: 444402
 7,413,328, doc.freq 1, pointer: 444410
 7,424,292, doc.freq 1, pointer: 444417
 7,438,000, doc.freq 1, pointer: 444424
 7,442,825, doc.freq 1, pointer: 444432
 7,450,000, doc.freq 1, pointer: 444439
 7,452,000, doc.freq 1, pointer: 444446
 7,456,000, doc.freq 1, pointer: 444453
 7,472, doc.freq 1, pointer: 444460
 7,472,000, doc.freq 2, pointer: 444468
 7,474,000, doc.freq 1, pointer: 444484
 7,476,433, doc.freq 1, pointer: 444492
 7,481,000, doc.freq 1, pointer: 444499
 7,485,000, doc.freq 1, pointer: 444506
 7,489,000, doc.freq 1, pointer: 444513
 7,490,000, doc.freq 1, pointer: 444520
 7,492,000, doc.freq 3, pointer: 444527
 7,492,686, doc.freq 1, pointer: 444549
 7,495,936, doc.freq 1, pointer: 444556
 7,497,000, doc.freq 1, pointer: 444564
 7,497,782, doc.freq 1, pointer: 444571
 7,500, doc.freq 6, pointer: 444578
 7,500,000, doc.freq 3, pointer: 444623
 7,500-9,500, doc.freq 1, pointer: 444647
 7,501,209, doc.freq 1, pointer: 444655
 7,507,000-dlr, doc.freq 1, pointer: 444662
 7,508,000, doc.freq 2, pointer: 444669
 7,508,096, doc.freq 1, pointer: 444686
 7,510,781, doc.freq 1, pointer: 444694
 7,515, doc.freq 2, pointer: 444702
 7,521,643, doc.freq 1, pointer: 444722
 7,527,000, doc.freq 1, pointer: 444729
 7,541,000, doc.freq 1, pointer: 444736
 7,557,000, doc.freq 1, pointer: 444744
 7,564,000, doc.freq 1, pointer: 444751
 7,571,000, doc.freq 2, pointer: 444758
 7,577,207, doc.freq 1, pointer: 444774
 7,579,547, doc.freq 1, pointer: 444780
 7,582,000, doc.freq 1, pointer: 444788
 7,585,000, doc.freq 1, pointer: 444795
 7,589,000, doc.freq 1, pointer: 444802
 7,589,344, doc.freq 1, pointer: 444810
 7,591,564, doc.freq 1, pointer: 444817
 7,597,000, doc.freq 1, pointer: 444824
 7,598,522, doc.freq 1, pointer: 444831
 7,599, doc.freq 1, pointer: 444838
 7,599,000, doc.freq 1, pointer: 444844
 7,599,017, doc.freq 1, pointer: 444851
 7,600, doc.freq 1, pointer: 444858
 7,600,000, doc.freq 3, pointer: 444865
 7,602,000, doc.freq 1, pointer: 444889
 7,603,219, doc.freq 1, pointer: 444896
 7,619,863, doc.freq 2, pointer: 444903
 7,625,000, doc.freq 2, pointer: 444920
 7,637,000, doc.freq 1, pointer: 444937
 7,641,290, doc.freq 1, pointer: 444944
 7,646,000, doc.freq 1, pointer: 444951
 7,658,000, doc.freq 1, pointer: 444958
 7,659,000, doc.freq 1, pointer: 444965
 7,660, doc.freq 1, pointer: 444972
 7,666, doc.freq 1, pointer: 444979
 7,666,000, doc.freq 1, pointer: 444986
 7,671,855, doc.freq 1, pointer: 444993
 7,672,146, doc.freq 1, pointer: 445000
 7,684,000, doc.freq 2, pointer: 445007
 7,695,000, doc.freq 1, pointer: 445024
 7,699,241, doc.freq 1, pointer: 445031
 7,700, doc.freq 2, pointer: 445038
 7,700,000, doc.freq 2, pointer: 445057
 7,703,625, doc.freq 1, pointer: 445073
 7,709,000, doc.freq 1, pointer: 445081
 7,710,000, doc.freq 1, pointer: 445089
 7,719,000, doc.freq 1, pointer: 445095
 7,730,000, doc.freq 2, pointer: 445102
 7,732,544, doc.freq 1, pointer: 445119
 7,737, doc.freq 1, pointer: 445126
 7,744,466, doc.freq 1, pointer: 445133
 7,745,000, doc.freq 1, pointer: 445140
 7,749,000, doc.freq 1, pointer: 445147
 7,752,800, doc.freq 2, pointer: 445154
 7,766,000, doc.freq 1, pointer: 445174
 7,767,000, doc.freq 1, pointer: 445181
 7,767.8, doc.freq 1, pointer: 445188
 7,772,932, doc.freq 1, pointer: 445196
 7,774,000, doc.freq 1, pointer: 445203
 7,786,730, doc.freq 1, pointer: 445210
 7,788,000, doc.freq 1, pointer: 445217
 7,791,000, doc.freq 1, pointer: 445225
 7,800, doc.freq 2, pointer: 445232
 7,800,000, doc.freq 1, pointer: 445251
 7,808,000, doc.freq 1, pointer: 445259
 7,814,000, doc.freq 1, pointer: 445266
 7,815,000, doc.freq 1, pointer: 445272
 7,818,000, doc.freq 1, pointer: 445279
 7,826,000, doc.freq 1, pointer: 445286
 7,833,424, doc.freq 1, pointer: 445294
 7,835,000, doc.freq 2, pointer: 445301
 7,843,000, doc.freq 1, pointer: 445318
 7,851,000, doc.freq 1, pointer: 445325
 7,854,000, doc.freq 2, pointer: 445332
 7,866,000, doc.freq 1, pointer: 445349
 7,869,353, doc.freq 1, pointer: 445355
 7,892,000, doc.freq 1, pointer: 445362
 7,896,000, doc.freq 1, pointer: 445369
 7,900, doc.freq 1, pointer: 445376
 7,900,000, doc.freq 2, pointer: 445383
 7,912,000, doc.freq 1, pointer: 445400
 7,928,000, doc.freq 1, pointer: 445407
 7,932,000, doc.freq 1, pointer: 445414
 7,948,312, doc.freq 1, pointer: 445421
 7,951, doc.freq 3, pointer: 445428
 7,952,360, doc.freq 1, pointer: 445450
 7,959, doc.freq 1, pointer: 445458
 7,960,000, doc.freq 2, pointer: 445465
 7,961,000, doc.freq 1, pointer: 445482
 7,961,602, doc.freq 1, pointer: 445489
 7,963,620, doc.freq 1, pointer: 445496
 7,965,000, doc.freq 1, pointer: 445503
 7,972,000, doc.freq 1, pointer: 445510
 7,975,000, doc.freq 1, pointer: 445517
 7,977,000, doc.freq 1, pointer: 445524
 7,979,000, doc.freq 1, pointer: 445532
 7,981,022, doc.freq 1, pointer: 445539
 7,981,198, doc.freq 1, pointer: 445545
 7,993, doc.freq 1, pointer: 445552
 7,997,000, doc.freq 1, pointer: 445559
 7,999,000, doc.freq 1, pointer: 445566
 7-1/2, doc.freq 41, pointer: 445574
 7-1/4, doc.freq 7, pointer: 445854
 7-1/8, doc.freq 3, pointer: 445906
 7-11/16, doc.freq 1, pointer: 445927
 7-13/16, doc.freq 1, pointer: 445934
 7-13/4, doc.freq 1, pointer: 445941
 7-3/4, doc.freq 46, pointer: 445949
 7-3/8, doc.freq 1, pointer: 446257
 7-5/8, doc.freq 1, pointer: 446263
 7-7/8, doc.freq 2, pointer: 446270
 7-8, doc.freq 1, pointer: 446287
 7-apr-1987, doc.freq 5, pointer: 446294
 7-eleven, doc.freq 2, pointer: 446338
 7-june, doc.freq 1, pointer: 446357
 7-market, doc.freq 1, pointer: 446364
 7-state, doc.freq 1, pointer: 446372
 7.0, doc.freq 14, pointer: 446379
 7.00, doc.freq 1, pointer: 446476
 7.01, doc.freq 2, pointer: 446484
 7.02, doc.freq 1, pointer: 446501
 7.03, doc.freq 1, pointer: 446508
 7.04, doc.freq 3, pointer: 446515
 7.06, doc.freq 3, pointer: 446541
 7.07, doc.freq 4, pointer: 446563
 7.08, doc.freq 2, pointer: 446591
 7.0p, doc.freq 2, pointer: 446610
 7.1, doc.freq 35, pointer: 446629
 7.10, doc.freq 4, pointer: 446840
 7.13, doc.freq 1, pointer: 446870
 7.14, doc.freq 1, pointer: 446878
 7.15, doc.freq 2, pointer: 446885
 7.16, doc.freq 5, pointer: 446902
 7.18, doc.freq 2, pointer: 446941
 7.2, doc.freq 39, pointer: 446960
 7.20, doc.freq 6, pointer: 447209
 7.205, doc.freq 1, pointer: 447255
 7.21, doc.freq 4, pointer: 447261
 7.22, doc.freq 4, pointer: 447288
 7.23, doc.freq 2, pointer: 447315
 7.24, doc.freq 1, pointer: 447334
 7.25, doc.freq 10, pointer: 447341
 7.26, doc.freq 3, pointer: 447412
 7.27, doc.freq 4, pointer: 447436
 7.28, doc.freq 2, pointer: 447462
 7.3, doc.freq 24, pointer: 447479
 7.30, doc.freq 2, pointer: 447633
 7.31, doc.freq 1, pointer: 447653
 7.33, doc.freq 3, pointer: 447661
 7.35, doc.freq 4, pointer: 447682
 7.35p, doc.freq 1, pointer: 447709
 7.37, doc.freq 3, pointer: 447716
 7.38, doc.freq 4, pointer: 447741
 7.4, doc.freq 23, pointer: 447773
 7.40, doc.freq 2, pointer: 447925
 7.42, doc.freq 2, pointer: 447944
 7.43, doc.freq 1, pointer: 447963
 7.44, doc.freq 2, pointer: 447970
 7.45, doc.freq 3, pointer: 447987
 7.46, doc.freq 1, pointer: 448009
 7.49, doc.freq 1, pointer: 448016
 7.5, doc.freq 57, pointer: 448023
 7.50, doc.freq 11, pointer: 448355
 7.51, doc.freq 2, pointer: 448441
 7.52, doc.freq 1, pointer: 448458
 7.53, doc.freq 4, pointer: 448465
 7.54, doc.freq 2, pointer: 448497
 7.55, doc.freq 1, pointer: 448514
 7.572, doc.freq 1, pointer: 448522
 7.58, doc.freq 1, pointer: 448530
 7.5p, doc.freq 1, pointer: 448537
 7.6, doc.freq 33, pointer: 448544
 7.60, doc.freq 5, pointer: 448742
 7.61, doc.freq 1, pointer: 448785
 7.62, doc.freq 1, pointer: 448792
 7.64, doc.freq 2, pointer: 448799
 7.645, doc.freq 1, pointer: 448819
 7.65, doc.freq 4, pointer: 448825
 7.66, doc.freq 2, pointer: 448852
 7.67p, doc.freq 1, pointer: 448871
 7.68, doc.freq 2, pointer: 448878
 7.69, doc.freq 3, pointer: 448895
 7.6p, doc.freq 1, pointer: 448917
 7.7, doc.freq 24, pointer: 448924
 7.72, doc.freq 1, pointer: 449070
 7.73, doc.freq 3, pointer: 449078
 7.74, doc.freq 1, pointer: 449102
 7.75, doc.freq 12, pointer: 449109
 7.75p, doc.freq 1, pointer: 449205
 7.77, doc.freq 1, pointer: 449212
 7.79, doc.freq 1, pointer: 449220
 7.8, doc.freq 27, pointer: 449227
 7.80, doc.freq 3, pointer: 449400
 7.82, doc.freq 1, pointer: 449424
 7.83, doc.freq 2, pointer: 449431
 7.85, doc.freq 1, pointer: 449450
 7.86, doc.freq 1, pointer: 449458
 7.86p, doc.freq 1, pointer: 449466
 7.87, doc.freq 1, pointer: 449473
 7.88, doc.freq 1, pointer: 449481
 7.9, doc.freq 20, pointer: 449489
 7.90, doc.freq 1, pointer: 449627
 7.93, doc.freq 2, pointer: 449634
 7.95, doc.freq 1, pointer: 449653
 7/1/82, doc.freq 1, pointer: 449660
 7/16, doc.freq 1, pointer: 449664
 7/32, doc.freq 1, pointer: 449671
 7/8, doc.freq 11, pointer: 449678
 70, doc.freq 113, pointer: 449761
 70,000, doc.freq 19, pointer: 450419
 70,000,000, doc.freq 1, pointer: 450560
 70,000-tonn, doc.freq 1, pointer: 450567
 70,237, doc.freq 1, pointer: 450573
 70,389, doc.freq 1, pointer: 450579
 70,560, doc.freq 1, pointer: 450585
 70-88, doc.freq 2, pointer: 450592
 70.0, doc.freq 1, pointer: 450612
 70.05, doc.freq 1, pointer: 450618
 70.1, doc.freq 5, pointer: 450626
 70.3, doc.freq 1, pointer: 450665
 70.4, doc.freq 2, pointer: 450673
 70.5, doc.freq 7, pointer: 450692
 70.50, doc.freq 1, pointer: 450747
 70.6, doc.freq 1, pointer: 450753
 70.62, doc.freq 1, pointer: 450760
 70.7, doc.freq 1, pointer: 450767
 70.8, doc.freq 4, pointer: 450774
 70.9, doc.freq 4, pointer: 450804
 70.90, doc.freq 1, pointer: 450831
 70.94, doc.freq 1, pointer: 450839
 700, doc.freq 44, pointer: 450846
 700,000, doc.freq 31, pointer: 451117
 700,086, doc.freq 1, pointer: 451313
 700,500, doc.freq 1, pointer: 451320
 700-800, doc.freq 1, pointer: 451328
 700-acr, doc.freq 1, pointer: 451335
 700.00, doc.freq 1, pointer: 451342
 700.7, doc.freq 1, pointer: 451350
 700p, doc.freq 3, pointer: 451357
 701,000, doc.freq 3, pointer: 451378
 702, doc.freq 1, pointer: 451400
 702,000, doc.freq 1, pointer: 451407
 702,994, doc.freq 1, pointer: 451413
 702.6, doc.freq 1, pointer: 451420
 703, doc.freq 2, pointer: 451426
 703,000, doc.freq 1, pointer: 451443
 704, doc.freq 1, pointer: 451449
 704,803, doc.freq 1, pointer: 451456
 704.5, doc.freq 1, pointer: 451463
 704.50, doc.freq 1, pointer: 451471
 705,496, doc.freq 1, pointer: 451479
 705,799, doc.freq 1, pointer: 451486
 705,888, doc.freq 1, pointer: 451493
 705.3, doc.freq 1, pointer: 451500
 705.4, doc.freq 1, pointer: 451507
 705.7, doc.freq 1, pointer: 451514
 706,000, doc.freq 1, pointer: 451522
 706,393, doc.freq 1, pointer: 451529
 706,470, doc.freq 2, pointer: 451536
 706,836, doc.freq 1, pointer: 451556
 706,984, doc.freq 1, pointer: 451563
 707,000, doc.freq 1, pointer: 451570
 707.9, doc.freq 1, pointer: 451577
 708, doc.freq 1, pointer: 451585
 708,700, doc.freq 1, pointer: 451592
 708.0, doc.freq 1, pointer: 451599
 709,000, doc.freq 1, pointer: 451607
 709,200, doc.freq 1, pointer: 451614
 709,787, doc.freq 1, pointer: 451620
 71, doc.freq 40, pointer: 451627
 71,000, doc.freq 7, pointer: 451868
 71,101,000, doc.freq 1, pointer: 451922
 71,144, doc.freq 1, pointer: 451929
 71,539, doc.freq 1, pointer: 451936
 71-1/8, doc.freq 1, pointer: 451943
 71-5/8, doc.freq 1, pointer: 451951
 71.0, doc.freq 3, pointer: 451958
 71.04, doc.freq 1, pointer: 451980
 71.1, doc.freq 2, pointer: 451987
 71.2, doc.freq 2, pointer: 452004
 71.3, doc.freq 4, pointer: 452021
 71.4, doc.freq 3, pointer: 452051
 71.5, doc.freq 1, pointer: 452075
 71.6, doc.freq 7, pointer: 452082
 71.7, doc.freq 2, pointer: 452134
 71.75, doc.freq 1, pointer: 452153
 71.8, doc.freq 5, pointer: 452160
 71.85, doc.freq 1, pointer: 452199
 71.9, doc.freq 3, pointer: 452206
 710, doc.freq 3, pointer: 452230
 710,000, doc.freq 2, pointer: 452254
 710p, doc.freq 1, pointer: 452273
 711,192, doc.freq 1, pointer: 452280
 711.0037, doc.freq 1, pointer: 452286
 712,000, doc.freq 1, pointer: 452294
 712,087, doc.freq 1, pointer: 452301
 712,500, doc.freq 1, pointer: 452308
 7124/3, doc.freq 1, pointer: 452315
 7125/1, doc.freq 1, pointer: 452322
 712p, doc.freq 1, pointer: 452329
 713,000, doc.freq 2, pointer: 452336
 713,300, doc.freq 2, pointer: 452353
 714,000, doc.freq 3, pointer: 452370
 714,263, doc.freq 1, pointer: 452392
 714,905, doc.freq 1, pointer: 452399
 715,000, doc.freq 2, pointer: 452406
 715,113, doc.freq 1, pointer: 452423
 715.5, doc.freq 1, pointer: 452431
 716, doc.freq 1, pointer: 452438
 716,000, doc.freq 4, pointer: 452445
 716,361, doc.freq 1, pointer: 452475
 716.9, doc.freq 1, pointer: 452482
 717, doc.freq 2, pointer: 452489
 717,000, doc.freq 1, pointer: 452508
 717,689, doc.freq 1, pointer: 452514
 717.8, doc.freq 1, pointer: 452521
 718, doc.freq 4, pointer: 452528
 718,000, doc.freq 1, pointer: 452555
 718,269, doc.freq 1, pointer: 452562
 719,700, doc.freq 1, pointer: 452570
 719.8286, doc.freq 1, pointer: 452578
 719.9, doc.freq 1, pointer: 452584
 72, doc.freq 52, pointer: 452591
 72,000, doc.freq 12, pointer: 452906
 72,203, doc.freq 1, pointer: 452998
 72,364, doc.freq 1, pointer: 453006
 72,374, doc.freq 1, pointer: 453013
 72,865,101, doc.freq 1, pointer: 453020
 72-1/4, doc.freq 1, pointer: 453028
 72-5/8, doc.freq 1, pointer: 453036
 72-73, doc.freq 1, pointer: 453042
 72.0, doc.freq 4, pointer: 453049
 72.1, doc.freq 6, pointer: 453077
 72.13, doc.freq 1, pointer: 453122
 72.2, doc.freq 2, pointer: 453129
 72.3, doc.freq 5, pointer: 453145
 72.39, doc.freq 1, pointer: 453183
 72.4, doc.freq 3, pointer: 453190
 72.5, doc.freq 3, pointer: 453212
 72.50, doc.freq 2, pointer: 453234
 72.6, doc.freq 1, pointer: 453251
 72.7, doc.freq 4, pointer: 453258
 72.8, doc.freq 1, pointer: 453288
 72.9, doc.freq 2, pointer: 453295
 72/78, doc.freq 1, pointer: 453312
 720, doc.freq 5, pointer: 453319
 720,000, doc.freq 7, pointer: 453358
 720,126, doc.freq 1, pointer: 453408
 720,500, doc.freq 1, pointer: 453416
